currentdate,currenttime,temperature_kettle,temperature_mash,temperature_amb,weight,heater
2020-04-22,22:09:56,56.66,221.4,130.8,11.16,0
2020-04-22,22:10:56,56.79,220.4,89.4,11.18,0
2020-04-22,22:11:56,56.32,221,-58.6,11.17,0
2020-04-22,22:12:56,55.86,219.4,-77.9,11.16,0
2020-04-22,22:13:56,55.9,220.6,101.6,11.16,0
2020-04-22,22:14:56,55.16,219.9,20.1,11.15,0
2020-04-22,22:15:56,55.34,222.3,85.8,11.14,0
2020-04-22,22:16:56,54.99,220.4,40,11.13,1
2020-04-22,22:17:56,54.18,221.6,-206,11.06,1
2020-04-22,22:18:56,55.75,220.3,115.6,11.08,0
2020-04-22,22:19:56,57.11,221.5,83,11.18,0
2020-04-22,22:20:56,57.71,221.9,81.1,11.2,0
2020-04-22,22:21:56,57.22,217.9,-53.1,11.22,0
2020-04-22,22:22:56,57.45,221.6,95,11.2,0
2020-04-22,22:23:56,56.7,219,-45.4,11.2,0
2020-04-22,22:24:56,55.96,221.4,-10.6,11.19,0
2020-04-22,22:25:56,57.08,219.4,119,11.18,0
2020-04-22,22:26:56,55.79,220.9,-28.5,11.18,0
2020-04-22,22:27:56,55.99,219.4,123.5,11.17,0
2020-04-22,22:28:56,55.73,219.8,130.5,11.16,0
2020-04-22,22:29:56,55.34,220.4,187.1,11.14,0
2020-04-22,22:30:56,54.92,219.7,-114.8,11.12,1
2020-04-22,22:31:56,55.13,221.9,-4.9,11.07,0
2020-04-22,22:32:56,55.66,221.6,119.9,11.14,0
2020-04-22,22:33:56,55.45,222.1,-84.7,11.17,0
2020-04-22,22:34:56,56.13,221,83.8,11.17,0
2020-04-22,22:35:56,55.61,219.1,11.7,11.16,0
2020-04-22,22:36:56,55.77,221.3,102,11.15,0
2020-04-22,22:37:56,54.48,219.8,-54.2,11.14,1
2020-04-22,22:38:56,54.29,222.3,216.5,11.08,1
2020-04-22,22:39:56,56.77,220.9,138.9,11.08,0
2020-04-22,22:40:56,57.53,221.8,87.9,11.18,0
2020-04-22,22:41:56,58.25,221.1,94.5,11.2,0
2020-04-22,22:42:56,58.53,219.4,135.2,11.21,0
2020-04-22,22:43:56,57.08,222,-29.5,11.21,0
2020-04-22,22:44:56,57.22,219.8,70.3,11.2,0
2020-04-22,22:45:56,57.1,218.4,84.2,11.18,0
2020-04-22,22:46:56,56.99,221.9,142.7,11.18,0
2020-04-22,22:47:56,56.39,221.6,161.6,11.17,0
2020-04-22,22:48:56,55.7,222.2,47.3,11.15,0
2020-04-22,22:49:56,55.64,219.9,76.8,11.12,0
2020-04-22,22:50:56,56.08,220.7,90.9,11.11,0
2020-04-22,22:51:56,55.52,221.5,-63.7,11.09,0
2020-04-22,22:52:56,54.52,220.3,-11.8,11.08,1
2020-04-22,22:53:56,55.68,219.9,83.7,11.01,0
2020-04-22,22:54:56,56.11,218.7,96.3,11.09,0
2020-04-22,22:55:56,55.64,220.7,-47.2,11.12,0
2020-04-22,22:56:56,55.95,220.8,83.8,11.11,0
2020-04-22,22:57:56,55.26,220.7,-61.6,11.1,0
2020-04-22,22:58:56,55.08,217.8,100.9,11.09,0
2020-04-22,22:59:56,54.5,219.9,133.4,11.08,1
2020-04-22,23:00:56,54.5,221.9,-220.6,11.03,1
2020-04-22,23:01:56,55.68,221.8,-193.7,11.03,0
2020-04-22,23:02:56,57.55,219.1,114.9,11.14,0
2020-04-22,23:03:56,57.96,219.7,112.3,11.17,0
2020-04-22,23:04:56,57.09,221.4,95.8,11.18,1
2020-04-22,23:05:56,56.66,220.2,78.2,11.17,1
2020-04-22,23:06:56,57.77,218.1,83,11.16,0
2020-04-22,23:07:56,56.14,221.8,122.5,11.15,1
2020-04-22,23:08:56,56.38,221.2,109.9,11.14,0
2020-04-22,23:09:56,56.33,222,134.5,11.14,0
2020-04-22,23:10:56,56.12,220.7,143.3,11.13,0
2020-04-22,23:11:56,55.71,219.9,94.7,11.1,1
2020-04-22,23:12:56,55.23,219.6,96.1,11.09,1
2020-04-22,23:13:56,54.94,220.3,97.9,11.08,1
2020-04-22,23:14:56,54.71,222,30.2,11.01,1
2020-04-22,23:15:56,56.04,220.5,58.3,11,0
2020-04-22,23:16:56,58.12,220.8,111.3,11.09,0
2020-04-22,23:17:56,58.12,217.9,83.6,11.12,0
2020-04-22,23:18:56,58.2,219.9,142.8,11.14,0
2020-04-22,23:19:56,58.36,222,135.2,11.13,0
2020-04-22,23:20:56,58.32,221.4,85.1,11.13,0
2020-04-22,23:21:56,57.02,221.7,120.5,11.12,0
2020-04-22,23:22:56,57.3,221.7,78.7,11.11,0
2020-04-22,23:23:56,56.44,222,112.4,11.1,0
2020-04-22,23:24:56,56.45,220.1,141.8,11.08,0
2020-04-22,23:25:56,56.42,219.2,91.2,11.08,0
2020-04-22,23:26:56,55.9,222.3,98.1,11.05,0
2020-04-22,23:27:56,55.55,221.9,94.5,11.04,0
2020-04-22,23:28:56,54.27,217.9,-1.7,10.97,1
2020-04-22,23:29:56,54.35,221,87,10.94,1
2020-04-22,23:30:56,56.54,219.9,85.7,11.04,0
2020-04-22,23:31:56,57.71,219.7,87.2,11.08,0
2020-04-22,23:32:56,58.23,221.2,100,11.09,0
2020-04-22,23:33:56,58.06,222.3,96.6,11.09,0
2020-04-22,23:34:56,57.88,220.1,91.6,11.09,0
2020-04-22,23:35:56,57.5,221.9,128.4,11.08,0
2020-04-22,23:36:56,56.33,219.2,125.8,11.07,0
2020-04-22,23:37:56,56.56,221.9,120.7,11.05,0
2020-04-22,23:38:56,55.89,220.6,89.8,11.04,0
2020-04-22,23:39:56,56.4,222.2,99.7,11.02,0
2020-04-22,23:40:56,55.91,220.7,90.9,11,0
2020-04-22,23:41:56,55.75,218.3,110.6,10.99,0
2020-04-22,23:42:56,54.48,219,-168.8,10.93,1
2020-04-22,23:43:56,54.9,221.8,173.9,10.92,1
2020-04-22,23:44:56,56.23,221.7,70.8,10.99,0
2020-04-22,23:45:56,58.54,221.1,102.5,11.04,0
2020-04-22,23:46:56,58.69,217.4,123.6,11.04,0
2020-04-22,23:47:56,58.34,220.8,85.2,11.05,0
2020-04-22,23:48:56,57.83,222.2,89.9,11.04,0
2020-04-22,23:49:56,57.92,221.4,140.2,11.03,0
2020-04-22,23:50:56,57.28,218.8,98.9,11.01,0
2020-04-22,23:51:56,56.82,219.5,72.4,11,0
2020-04-22,23:52:56,57.02,218.2,143.5,10.99,0
2020-04-22,23:53:56,56.32,220,72.4,10.97,0
2020-04-22,23:54:56,56.64,219.5,125.2,10.95,0
2020-04-22,23:55:56,56.31,221.7,88.2,10.95,0
2020-04-22,23:56:56,55.53,221.5,101.6,10.93,0
2020-04-22,23:57:56,55.37,220.2,126.5,10.92,0
2020-04-22,23:58:56,55.39,219.4,137.8,10.91,0

